Mod:Item:MetaData, Localized Name
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ignition_cannon, Blazing Ray
embers:staff_ember, Cinder Staff
embers:axe_clockwork, Clockwork Battleaxe
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:grandhammer, Grandhammer
embers:dust_ash, Ash Pile
embers:aspectus_iron, Iron Aspectus
embers:aspectus_copper, Copper Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:alchemic_waste, Alchemical Waste
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloak_boots, Ashen Boots
embers:inflictor_gem, Inflictor Gem
embers:glimmer_shard, Glimmer Crystal
embers:ashen_cloth, Ashen Fabric
embers:archaic_brick, Archaic Brick
embers:ancient_motive_core, Ancient Motive Core
embers:isolated_materia, Isolated Materia
embers:tyrfing, Tyrfing
embers:adhesive, Adhesive
embers:ember_cluster, Ember Crystal Cluster
embers:wildfire_core, Wildfire Core
embers:codex, Ancient Codex
embers:superheater, Superheater
embers:jet_augment, Cinder Jet
embers:blasting_core, Blasting Core
embers:caster_orb, Caster Orb
embers:resonating_bell, Resonating Bell
embers:flame_barrier, Flame Barrier
embers:eldritch_insignia, Eldritch Insignia
embers:intelligent_apparatus, Intelligent Apparatus
embers:archaic_circuit, Archaic Circuit
embers:ingot_aluminum, Aluminum Ingot
embers:plate_aluminum, Aluminum Plate
embers:nugget_aluminum, Aluminum Nugget
embers:pickaxe_aluminum, Aluminum Pickaxe
embers:axe_aluminum, Aluminum Axe
embers:shovel_aluminum, Aluminum Shovel
embers:sword_aluminum, Aluminum Sword
embers:hoe_aluminum, Aluminum Hoe
embers:ingot_bronze, Bronze Ingot
embers:plate_bronze, Bronze Plate
embers:nugget_bronze, Bronze Nugget
embers:pickaxe_bronze, Bronze Pickaxe
embers:axe_bronze, Bronze Axe
embers:shovel_bronze, Bronze Shovel
embers:sword_bronze, Bronze Sword
embers:hoe_bronze, Bronze Hoe
embers:ingot_electrum, Electrum Ingot
embers:plate_electrum, Electrum Plate
embers:nugget_electrum, Electrum Nugget
embers:pickaxe_electrum, Electrum Pickaxe
embers:axe_electrum, Electrum Axe
embers:shovel_electrum, Electrum Shovel
embers:sword_electrum, Electrum Sword
embers:hoe_electrum, Electrum Hoe
embers:ingot_nickel, Nickel Ingot
embers:plate_nickel, Nickel Plate
embers:nugget_nickel, Nickel Nugget
embers:pickaxe_nickel, Nickel Pickaxe
embers:axe_nickel, Nickel Axe
embers:shovel_nickel, Nickel Shovel
embers:sword_nickel, Nickel Sword
embers:hoe_nickel, Nickel Hoe
embers:ingot_tin, Tin Ingot
embers:plate_tin, Tin Plate
embers:nugget_tin, Tin Nugget
embers:pickaxe_tin, Tin Pickaxe
embers:axe_tin, Tin Axe
embers:shovel_tin, Tin Shovel
embers:sword_tin, Tin Sword
embers:hoe_tin, Tin Hoe
embers:block_copper, Copper Block
embers:block_lead, Lead Block
embers:block_silver, Silver Block
embers:block_dawnstone, Dawnstone Block
embers:block_mithril, Mithril Block
embers:ore_copper, Copper Ore
embers:ore_lead, Lead Ore
embers:ore_silver, Silver Ore
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:wall_caminite_brick, Caminite Brick Wall
embers:block_tank, Fluid Tank
embers:pipe, Fluid Pipe
embers:pump, Fluid Extractor
embers:block_furnace, Melter
embers:ember_receiver, Ember Receptor
embers:ember_emitter, Ember Emitter
embers:copper_cell, Copper Cell
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:bin, Bin
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:mech_edge, tile.mech_edge.name
embers:ember_bore, Ember Bore
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:ember_activator, Ember Activator
embers:stone_edge, Caminite Ring
embers:mixer, Mixer Centrifuge
embers:heat_coil, Hearth Coil
embers:item_dropper, Item Dropper
embers:large_tank, Reservoir
embers:ember_gauge, Ember Dial
embers:fluid_gauge, Fluid Dial
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:advanced_edge, tile.advanced_edge.name
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:glow, tile.glow.name
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:seed:0, Iron Crystal Seed
embers:seed:1, Gold Crystal Seed
embers:seed:2, Copper Crystal Seed
embers:seed:3, Lead Crystal Seed
embers:seed:4, Silver Crystal Seed
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:structure_marker, tile.structure_marker.name
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge_edge, tile.inferno_forge_edge.name
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:block_aluminum, Aluminum Block
embers:ore_aluminum, Aluminum Ore
embers:block_bronze, Bronze Block
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:block_tin, Tin Block
embers:ore_tin, Tin Ore
exchangers:tuberous_exchanger, Tuberous Exchanger
exchangers:creative_exchanger, Creative Exchanger
exchangers:wooden_exchanger, Wooden Exchanger
exchangers:stone_exchanger, Stone Exchanger
exchangers:golden_exchanger, Golden Exchanger
exchangers:iron_exchanger, Iron Exchanger
exchangers:diamond_exchanger, Diamond Exchanger
exchangers:emerald_exchanger, Emerald Exchanger
exchangers:obsidian_exchanger, Obsidian Exchanger
exchangers:end_exchanger, End Exchanger
exchangers:exchanger_core_tier1, Exchanger Core (Tier 1)
exchangers:exchanger_core_tier2, Exchanger Core (Tier 2)
exchangers:exchanger_core_tier3, Exchanger Core (Tier 3)
exchangers:conductive_iron_exchanger, Conductive Iron Exchanger
exchangers:pulsating_iron_exchanger, Pulsating Iron Exchanger
exchangers:electrical_steel_exchanger, Electrical Steel Exchanger
exchangers:energetic_exchanger, Energetic Exchanger
exchangers:dark_steel_exchanger, Dark Steel Exchanger
exchangers:vibrant_exchanger, Vibrant Exchanger
exchangers:end_steel_exchanger, End Steel Exchanger
exchangers:eio_exchanger_core_tier1, Ender IO Exchanger Core (Tier 1)
exchangers:eio_exchanger_core_tier2, Ender IO Exchanger Core (Tier 2)
exchangers:eio_exchanger_core_tier3, Ender IO Exchanger Core (Tier 3)
exchangers:crude_steel_exchanger, Crude Steel Exchanger
exchangers:energetic_silver_exchanger, Energetic Silver Exchanger
exchangers:vivid_exchanger, Vivid Exchanger
exchangers:crystalline_exchanger, Crystalline Exchanger
exchangers:melodic_exchanger, Melodic Exchanger
exchangers:stellar_exchanger, Stellar Exchanger
exchangers:eio_endergy_exchanger_core_tier1, Ender IO Endergy Exchanger Core (Tier 1)
exchangers:eio_endergy_exchanger_core_tier2, Ender IO Endergy Exchanger Core (Tier 2)
exchangers:eio_endergy_exchanger_core_tier3, Ender IO Endergy Exchanger Core (Tier 3)
exchangers:leadstone_exchanger, Leadstone Exchanger
exchangers:hardened_exchanger, Hardened Exchanger
exchangers:reinforced_exchanger, Reinforced Exchanger
exchangers:signalum_exchanger, Signalum Exchanger
exchangers:resonant_exchanger, Resonant Exchanger
exchangers:te_exchanger_core_tier1, Thermal Expansion Exchanger Core (Tier 1)
exchangers:te_exchanger_core_tier2, Thermal Expansion Exchanger Core (Tier 2)
exchangers:te_exchanger_core_tier3, Thermal Expansion Exchanger Core (Tier 3)
exchangers:basic_exchanger, Basic Exchanger
exchangers:advanced_exchanger, Advanced Exchanger
exchangers:elite_exchanger, Elite Exchanger
exchangers:ultimate_exchanger, Ultimate Exchanger
exchangers:mekanism_exchanger_core_tier1, Mekanism Exchanger Core (Tier 1)
exchangers:mekanism_exchanger_core_tier2, Mekanism Exchanger Core (Tier 2)
exchangers:mekanism_exchanger_core_tier3, Mekanism Exchanger Core (Tier 3)
exchangers:lv_exchanger, LV Exchanger
exchangers:mv_exchanger, MV Exchanger
exchangers:hv_exchanger, HV Exchanger
exchangers:ie_exchanger_core_tier1, Immersive Engineering Exchanger Core (Tier 1)
exchangers:ie_exchanger_core_tier2, Immersive Engineering Exchanger Core (Tier 2)
exchangers:ie_exchanger_core_tier3, Immersive Engineering Exchanger Core (Tier 3)
globe:globe_creator, Globe Creator
globe:globe_stand, Globe Stand
globe:globe:0, Globe (Empty)
ichunutil:compact_porkchop, Compact Raw Porkchop
hatstand:hatstand, Hat Stand
headcrumbs:skull:0, Bat Head
headcrumbs:skull:0, Polar Bear
headcrumbs:skull:0, Blaze Head
headcrumbs:skull:0, Ocelot Head
headcrumbs:skull:0, Black Cat Head
headcrumbs:skull:0, Red Cat Head
headcrumbs:skull:0, Siamese Cat Head
headcrumbs:skull:0, Chicken Head
headcrumbs:skull:0, Cow Head
headcrumbs:skull:0, Mooshroom Head
headcrumbs:skull:0, Enderman Head
headcrumbs:skull:0, Endermite Head
headcrumbs:skull:0, Ghast Head
headcrumbs:skull:0, Guardian Head
headcrumbs:skull:0, Elder Guardian Head
headcrumbs:skull:0, Horse Head (Black)
headcrumbs:skull:0, Horse Head (Brown)
headcrumbs:skull:0, Horse Head (Chestnut)
headcrumbs:skull:0, Horse Head (Creamy)
headcrumbs:skull:0, Horse Head (Dark Brown)
headcrumbs:skull:0, Horse Head (Grey)
headcrumbs:skull:0, Horse Head (White)
headcrumbs:skull:0, Donkey Head
headcrumbs:skull:0, Mule Head
headcrumbs:skull:0, Undead Horse Head
headcrumbs:skull:0, Skeleton Horse Head
headcrumbs:skull:0, Iron Golem Head
headcrumbs:skull:0, Pig Head
headcrumbs:skull:0, Rabbit Head (Black)
headcrumbs:skull:0, Rabbit Head (Brown)
headcrumbs:skull:0, Rabbit Head (Gold)
headcrumbs:skull:0, Rabbit Head (Salt)
headcrumbs:skull:0, Rabbit Head (Toast)
headcrumbs:skull:0, Rabbit Head (White Splotched)
headcrumbs:skull:0, Rabbit Head (White)
headcrumbs:skull:0, Sheep Head
headcrumbs:skull:0, Silverfish Head
headcrumbs:skull:0, Slime Head
headcrumbs:skull:0, Magma Cube Head
headcrumbs:skull:0, Snow Golem Head
headcrumbs:skull:0, Spider Head
headcrumbs:skull:0, Cave Spider Head
headcrumbs:skull:0, Squid Head
headcrumbs:skull:0, Villager Head
headcrumbs:skull:0, Witch Head
headcrumbs:skull:0, Wither Head
headcrumbs:skull:0, Wolf Head
headcrumbs:skull:0, Zombie Villager Head
headcrumbs:skull:0, Pigman Head
headcrumbs:player, tile.headcrumbs.player.name
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
